,KABKOT,month,year,time,longitude,latitude,tb,pm2p5,pm10,so2
121,JAKARTA BARAT,2,2020,2020-02-01,106.74999999999996,-6.158333333333336,790,38.27991187637577,55.08045919120079,69.02909745096015
122,JAKARTA BARAT,3,2020,2020-03-01,106.74999999999996,-6.158333333333336,717,46.58930561735639,66.3666103445983,91.86351256113828
123,JAKARTA BARAT,4,2020,2020-04-01,106.74999999999996,-6.158333333333336,368,50.98097483625765,72.526713399412,107.26338834994029
124,JAKARTA BARAT,5,2020,2020-05-01,106.74999999999996,-6.158333333333336,282,55.66893495906938,79.21048668140728,120.65591727369691
125,JAKARTA BARAT,6,2020,2020-06-01,106.74999999999996,-6.158333333333336,383,59.31703106969948,84.53908886312765,117.40165610958896
126,JAKARTA BARAT,7,2020,2020-07-01,106.74999999999996,-6.158333333333336,328,61.03202390879893,87.06696933400202,123.68288403027316
127,JAKARTA BARAT,8,2020,2020-08-01,106.74999999999996,-6.158333333333336,289,57.81892100900351,82.34101898689083,109.3092606671978
128,JAKARTA BARAT,9,2020,2020-09-01,106.74999999999996,-6.158333333333336,262,54.83256731232527,77.91499028581627,103.73900376715736
129,JAKARTA BARAT,10,2020,2020-10-01,106.74999999999996,-6.158333333333336,242,57.304864392469646,81.08354135277114,101.41904027737628
130,JAKARTA BARAT,11,2020,2020-11-01,106.74999999999996,-6.158333333333336,243,49.37169645163248,70.10274996943592,93.93872670739114
131,JAKARTA BARAT,12,2020,2020-12-01,106.74999999999996,-6.158333333333336,224,30.06870850912783,43.20462240402313,66.66677635174916
180,JAKARTA BARAT,1,2021,2021-01-01,106.74999999999996,-6.158333333333336,420,38.77022049872058,55.75445774693304,75.22069522163595
181,JAKARTA BARAT,2,2021,2021-02-01,106.74999999999996,-6.158333333333336,380,36.97789151521925,53.21809154147467,63.63983401243231
182,JAKARTA BARAT,3,2021,2021-03-01,106.74999999999996,-6.158333333333336,517,46.07152420849646,65.53504682729368,97.4288388311206
183,JAKARTA BARAT,4,2021,2021-04-01,106.74999999999996,-6.158333333333336,539,59.90305018342807,84.90175942633753,116.17627030304504
184,JAKARTA BARAT,5,2021,2021-05-01,106.74999999999996,-6.158333333333336,524,64.21186325766837,91.32841936339766,124.38280143809716
185,JAKARTA BARAT,6,2021,2021-06-01,106.74999999999996,-6.158333333333336,433,59.50422192116073,84.52392298371088,114.96838512461916
186,JAKARTA BARAT,7,2021,2021-07-01,106.74999999999996,-6.158333333333336,309,62.78223538874156,89.35073564586592,124.46413911152337
187,JAKARTA BARAT,8,2021,2021-08-01,106.74999999999996,-6.158333333333336,476,63.65226924111163,90.28592600065168,110.656540047119
188,JAKARTA BARAT,9,2021,2021-09-01,106.74999999999996,-6.158333333333336,612,57.234406720180914,81.07610688096807,103.2705380737695
189,JAKARTA BARAT,10,2021,2021-10-01,106.74999999999996,-6.158333333333336,703,60.19103756058352,85.21299948919585,102.26936365862446
190,JAKARTA BARAT,11,2021,2021-11-01,106.74999999999996,-6.158333333333336,690,40.7619254784282,58.22523713641287,84.18979667895285
191,JAKARTA BARAT,12,2021,2021-12-01,106.74999999999996,-6.158333333333336,604,42.6893768857968,60.82036476821333,84.98990717214112
240,JAKARTA BARAT,1,2022,2022-01-01,106.74999999999996,-6.158333333333336,913,40.90713125817418,57.9994361683662,78.3977121489002
241,JAKARTA BARAT,2,2022,2022-02-01,106.74999999999996,-6.158333333333336,515,43.45432009284525,61.46149971186736,74.46029789653502
242,JAKARTA BARAT,3,2022,2022-03-01,106.74999999999996,-6.158333333333336,850,48.80647194492699,68.61993180587051,95.49665412125115
243,JAKARTA BARAT,4,2022,2022-04-01,106.74999999999996,-6.158333333333336,759,52.90078106530845,74.81471685031018,109.0705696782768
244,JAKARTA BARAT,5,2022,2022-05-01,106.74999999999996,-6.158333333333336,833,58.32538483198181,82.92695969518873,123.26352847622724
245,JAKARTA BARAT,6,2022,2022-06-01,106.74999999999996,-6.158333333333336,995,63.35976657704594,90.1114283339644,120.84604634053782
246,JAKARTA BARAT,7,2022,2022-07-01,106.74999999999996,-6.158333333333336,910,63.042980759715135,89.7791189973736,123.37967326990191
247,JAKARTA BARAT,8,2022,2022-08-01,106.74999999999996,-6.158333333333336,995,65.0149471109137,92.40035158342188,114.23073502354892
248,JAKARTA BARAT,9,2022,2022-09-01,106.74999999999996,-6.158333333333336,1018,64.44288414305281,91.6635456052162,106.8687045326969
249,JAKARTA BARAT,10,2022,2022-10-01,106.74999999999996,-6.158333333333336,1083,50.67775292842787,71.97988026557543,96.95351231278738
250,JAKARTA BARAT,11,2022,2022-11-01,106.74999999999996,-6.158333333333336,1128,47.2060483162426,67.31330980219012,93.5495734007941
251,JAKARTA BARAT,12,2022,2022-12-01,106.74999999999996,-6.158333333333336,1040,39.09523577020662,56.01923146445152,78.38714643536633
12,JAKARTA PUSAT,1,2018,2018-01-01,106.84999999999997,-6.200000000000003,556,34.55788299078181,49.51001738954554,66.73464212709015
13,JAKARTA PUSAT,2,2018,2018-02-01,106.84999999999997,-6.200000000000003,430,40.62722597453212,58.06659635491459,72.35914107640286
14,JAKARTA PUSAT,3,2018,2018-03-01,106.84999999999997,-6.200000000000003,501,46.57348150990012,66.23721239643965,91.41628033445998
