,KABKOT,month,year,time,longitude,latitude,tb,pm2p5,pm10,so2
63,JAKARTA BARAT,4,2019,2019-04-01,106.74999999999996,-6.158333333333336,766,55.69224475760499,78.5555604940506,107.32422735770768
64,JAKARTA BARAT,5,2019,2019-05-01,106.74999999999996,-6.158333333333336,729,62.19458659294393,88.42644114813599,121.6677277453117
65,JAKARTA BARAT,6,2019,2019-06-01,106.74999999999996,-6.158333333333336,534,65.69465882103998,93.41577234817744,121.7786073941228
66,JAKARTA BARAT,7,2019,2019-07-01,106.74999999999996,-6.158333333333336,717,55.3676403658445,78.88631358020554,110.02685099588685
67,JAKARTA BARAT,8,2019,2019-08-01,106.74999999999996,-6.158333333333336,728,55.06880032868376,77.81334017822589,96.35798538726732
68,JAKARTA BARAT,9,2019,2019-09-01,106.74999999999996,-6.158333333333336,691,54.26724310463203,76.96426098805881,93.27681217345253
69,JAKARTA BARAT,10,2019,2019-10-01,106.74999999999996,-6.158333333333336,770,61.49222516516056,86.46326167433601,91.7606828838866
70,JAKARTA BARAT,11,2019,2019-11-01,106.74999999999996,-6.158333333333336,679,54.83955468029294,77.44081590506777,87.0142835837104
71,JAKARTA BARAT,12,2019,2019-12-01,106.74999999999996,-6.158333333333336,498,49.72530590446246,70.6112611976231,83.85521512811313
120,JAKARTA BARAT,1,2020,2020-01-01,106.74999999999996,-6.158333333333336,745,39.20152927605587,56.164344301260485,75.2853756112827
