time,latitude,longitude,so2
2018-01-01,-6.9,107.44999999999992,1.2484941818158085e-08
2018-01-01,-6.8500000000000005,106.0,5.817022596943388e-09
2018-01-01,-6.8500000000000005,106.05,6.1440966803161054e-09
2018-01-01,-6.8500000000000005,106.1,6.471170763688823e-09
2018-01-01,-6.8500000000000005,106.14999999999999,6.79824484706154e-09
2018-01-01,-6.8500000000000005,106.19999999999999,7.125318930434258e-09
2018-01-01,-6.8500000000000005,106.24999999999999,7.452393013806975e-09
2018-01-01,-6.8500000000000005,106.29999999999998,7.779467097179693e-09
2018-01-01,-6.8500000000000005,106.34999999999998,8.10654118055241e-09
2018-01-01,-6.8500000000000005,106.39999999999998,8.433615263925128e-09
2018-01-01,-6.8500000000000005,106.44999999999997,8.760689347297845e-09
2018-01-01,-6.8500000000000005,106.49999999999997,9.087763430670562e-09
2018-01-01,-6.8500000000000005,106.54999999999997,9.414837514043278e-09
2018-01-01,-6.8500000000000005,106.59999999999997,9.741911597415997e-09
2018-01-01,-6.8500000000000005,106.64999999999996,1.0068985680788713e-08
2018-01-01,-6.8500000000000005,106.69999999999996,1.0396059764161432e-08
2018-01-01,-6.8500000000000005,106.74999999999996,1.0723133847534148e-08
2018-01-01,-6.8500000000000005,106.79999999999995,1.0839957199267415e-08
2018-01-01,-6.8500000000000005,106.84999999999995,1.0956780551000502e-08
2018-01-01,-6.8500000000000005,106.89999999999995,1.107360390273359e-08
2018-01-01,-6.8500000000000005,106.94999999999995,1.1190427254466677e-08
2018-01-01,-6.8500000000000005,106.99999999999994,1.1307250606199764e-08
2018-01-01,-6.8500000000000005,107.04999999999994,1.142407395793285e-08
2018-01-01,-6.8500000000000005,107.09999999999994,1.1540897309665939e-08
2018-01-01,-6.8500000000000005,107.14999999999993,1.1657720661399026e-08
2018-01-01,-6.8500000000000005,107.19999999999993,1.1774544013132112e-08
2018-01-01,-6.8500000000000005,107.24999999999993,1.1891367364865199e-08
2018-01-01,-6.8500000000000005,107.29999999999993,1.2008190716598286e-08
2018-01-01,-6.8500000000000005,107.34999999999992,1.2125014068331374e-08
2018-01-01,-6.8500000000000005,107.39999999999992,1.2241837420064461e-08
2018-01-01,-6.8500000000000005,107.44999999999992,1.2358660771797548e-08
2018-01-01,-6.800000000000001,106.0,5.867380004076494e-09
2018-01-01,-6.800000000000001,106.05,6.189633256307521e-09
2018-01-01,-6.800000000000001,106.1,6.511886508538549e-09
2018-01-01,-6.800000000000001,106.14999999999999,6.834139760769576e-09
2018-01-01,-6.800000000000001,106.19999999999999,7.156393013000603e-09
2018-01-01,-6.800000000000001,106.24999999999999,7.47864626523163e-09
2018-01-01,-6.800000000000001,106.29999999999998,7.800899517462657e-09
2018-01-01,-6.800000000000001,106.34999999999998,8.123152769693686e-09
2018-01-01,-6.800000000000001,106.39999999999998,8.445406021924711e-09
2018-01-01,-6.800000000000001,106.44999999999997,8.76765927415574e-09
2018-01-01,-6.800000000000001,106.49999999999997,9.089912526386766e-09
2018-01-01,-6.800000000000001,106.54999999999997,9.412165778617793e-09
2018-01-01,-6.800000000000001,106.59999999999997,9.734419030848822e-09
2018-01-01,-6.800000000000001,106.64999999999996,1.0056672283079847e-08
2018-01-01,-6.800000000000001,106.69999999999996,1.0378925535310875e-08
2018-01-01,-6.800000000000001,106.74999999999996,1.0701178787541902e-08
2018-01-01,-6.800000000000001,106.79999999999995,1.0810550283106008e-08
2018-01-01,-6.800000000000001,106.84999999999995,1.091992177866993e-08
2018-01-01,-6.800000000000001,106.89999999999995,1.1029293274233853e-08
2018-01-01,-6.800000000000001,106.94999999999995,1.1138664769797777e-08
2018-01-01,-6.800000000000001,106.99999999999994,1.12480362653617e-08
2018-01-01,-6.800000000000001,107.04999999999994,1.1357407760925624e-08
2018-01-01,-6.800000000000001,107.09999999999994,1.1466779256489547e-08
2018-01-01,-6.800000000000001,107.14999999999993,1.157615075205347e-08
2018-01-01,-6.800000000000001,107.19999999999993,1.1685522247617394e-08
2018-01-01,-6.800000000000001,107.24999999999993,1.1794893743181318e-08
2018-01-01,-6.800000000000001,107.29999999999993,1.1904265238745241e-08
2018-01-01,-6.800000000000001,107.34999999999992,1.2013636734309165e-08
2018-01-01,-6.800000000000001,107.39999999999992,1.2123008229873087e-08
2018-01-01,-6.800000000000001,107.44999999999992,1.223237972543701e-08
2018-01-01,-6.750000000000001,106.0,5.9177374112095996e-09
2018-01-01,-6.750000000000001,106.05,6.235169832298937e-09
2018-01-01,-6.750000000000001,106.1,6.552602253388274e-09
2018-01-01,-6.750000000000001,106.14999999999999,6.87003467447761e-09
2018-01-01,-6.750000000000001,106.19999999999999,7.187467095566947e-09
2018-01-01,-6.750000000000001,106.24999999999999,7.504899516656284e-09
2018-01-01,-6.750000000000001,106.29999999999998,7.822331937745622e-09
2018-01-01,-6.750000000000001,106.34999999999998,8.139764358834958e-09
2018-01-01,-6.750000000000001,106.39999999999998,8.457196779924296e-09
2018-01-01,-6.750000000000001,106.44999999999997,8.774629201013632e-09
2018-01-01,-6.750000000000001,106.49999999999997,9.09206162210297e-09
2018-01-01,-6.750000000000001,106.54999999999997,9.409494043192306e-09
2018-01-01,-6.750000000000001,106.59999999999997,9.726926464281643e-09
2018-01-01,-6.750000000000001,106.64999999999996,1.004435888537098e-08
2018-01-01,-6.750000000000001,106.69999999999996,1.0361791306460317e-08
2018-01-01,-6.750000000000001,106.74999999999996,1.0679223727549653e-08
2018-01-01,-6.750000000000001,106.79999999999995,1.0781143366944597e-08
2018-01-01,-6.750000000000001,106.84999999999995,1.0883063006339358e-08
2018-01-01,-6.750000000000001,106.89999999999995,1.0984982645734116e-08
2018-01-01,-6.750000000000001,106.94999999999995,1.1086902285128876e-08
2018-01-01,-6.750000000000001,106.99999999999994,1.1188821924523635e-08
2018-01-01,-6.750000000000001,107.04999999999994,1.1290741563918395e-08
2018-01-01,-6.750000000000001,107.09999999999994,1.1392661203313154e-08
2018-01-01,-6.750000000000001,107.14999999999993,1.1494580842707914e-08
2018-01-01,-6.750000000000001,107.19999999999993,1.1596500482102673e-08
2018-01-01,-6.750000000000001,107.24999999999993,1.1698420121497433e-08
2018-01-01,-6.750000000000001,107.29999999999993,1.1800339760892193e-08
2018-01-01,-6.750000000000001,107.34999999999992,1.1902259400286952e-08
2018-01-01,-6.750000000000001,107.39999999999992,1.2004179039681712e-08
2018-01-01,-6.750000000000001,107.44999999999992,1.210609867907647e-08
2018-01-01,-6.700000000000001,106.0,5.968094818342705e-09
2018-01-01,-6.700000000000001,106.05,6.2807064082903515e-09
2018-01-01,-6.700000000000001,106.1,6.593317998237999e-09
2018-01-01,-6.700000000000001,106.14999999999999,6.9059295881856455e-09
2018-01-01,-6.700000000000001,106.19999999999999,7.218541178133292e-09
2018-01-01,-6.700000000000001,106.24999999999999,7.531152768080939e-09
2018-01-01,-6.700000000000001,106.29999999999998,7.843764358028586e-09
2018-01-01,-6.700000000000001,106.34999999999998,8.156375947976233e-09
2018-01-01,-6.700000000000001,106.39999999999998,8.468987537923879e-09
2018-01-01,-6.700000000000001,106.44999999999997,8.781599127871527e-09
2018-01-01,-6.700000000000001,106.49999999999997,9.094210717819172e-09
2018-01-01,-6.700000000000001,106.54999999999997,9.40682230776682e-09
2018-01-01,-6.700000000000001,106.59999999999997,9.719433897714467e-09
2018-01-01,-6.700000000000001,106.64999999999996,1.0032045487662114e-08
2018-01-01,-6.700000000000001,106.69999999999996,1.034465707760976e-08
2018-01-01,-6.700000000000001,106.74999999999996,1.0657268667557408e-08
2018-01-01,-6.700000000000001,106.79999999999995,1.075173645078319e-08
2018-01-01,-6.700000000000001,106.84999999999995,1.0846204234008785e-08
2018-01-01,-6.700000000000001,106.89999999999995,1.094067201723438e-08
2018-01-01,-6.700000000000001,106.94999999999995,1.1035139800459976e-08
2018-01-01,-6.700000000000001,106.99999999999994,1.1129607583685571e-08
2018-01-01,-6.700000000000001,107.04999999999994,1.1224075366911168e-08
2018-01-01,-6.700000000000001,107.09999999999994,1.1318543150136764e-08
2018-01-01,-6.700000000000001,107.14999999999993,1.141301093336236e-08
2018-01-01,-6.700000000000001,107.19999999999993,1.1507478716587955e-08
2018-01-01,-6.700000000000001,107.24999999999993,1.1601946499813552e-08
2018-01-01,-6.700000000000001,107.29999999999993,1.1696414283039147e-08
2018-01-01,-6.700000000000001,107.34999999999992,1.1790882066264742e-08
2018-01-01,-6.700000000000001,107.39999999999992,1.1885349849490338e-08
2018-01-01,-6.700000000000001,107.44999999999992,1.1979817632715933e-08
2018-01-01,-6.650000000000001,106.0,6.018452225475811e-09
2018-01-01,-6.650000000000001,106.05,6.326242984281768e-09
2018-01-01,-6.650000000000001,106.1,6.634033743087725e-09
2018-01-01,-6.650000000000001,106.14999999999999,6.941824501893681e-09
2018-01-01,-6.650000000000001,106.19999999999999,7.249615260699638e-09
2018-01-01,-6.650000000000001,106.24999999999999,7.557406019505594e-09
2018-01-01,-6.650000000000001,106.29999999999998,7.86519677831155e-09
2018-01-01,-6.650000000000001,106.34999999999998,8.172987537117507e-09
2018-01-01,-6.650000000000001,106.39999999999998,8.480778295923464e-09
2018-01-01,-6.650000000000001,106.44999999999997,8.788569054729421e-09
2018-01-01,-6.650000000000001,106.49999999999997,9.096359813535378e-09
2018-01-01,-6.650000000000001,106.54999999999997,9.404150572341335e-09
2018-01-01,-6.650000000000001,106.59999999999997,9.711941331147291e-09
2018-01-01,-6.650000000000001,106.64999999999996,1.0019732089953248e-08
2018-01-01,-6.650000000000001,106.69999999999996,1.0327522848759205e-08
2018-01-01,-6.650000000000001,106.74999999999996,1.0635313607565162e-08
2018-01-01,-6.650000000000001,106.79999999999995,1.0722329534621781e-08
2018-01-01,-6.650000000000001,106.84999999999995,1.0809345461678213e-08
2018-01-01,-6.650000000000001,106.89999999999995,1.0896361388734645e-08
2018-01-01,-6.650000000000001,106.94999999999995,1.0983377315791077e-08
2018-01-01,-6.650000000000001,106.99999999999994,1.107039324284751e-08
2018-01-01,-6.650000000000001,107.04999999999994,1.115740916990394e-08
2018-01-01,-6.650000000000001,107.09999999999994,1.1244425096960372e-08
2018-01-01,-6.650000000000001,107.14999999999993,1.1331441024016804e-08
2018-01-01,-6.650000000000001,107.19999999999993,1.1418456951073236e-08
2018-01-01,-6.650000000000001,107.24999999999993,1.1505472878129669e-08
2018-01-01,-6.650000000000001,107.29999999999993,1.15924888051861e-08
2018-01-01,-6.650000000000001,107.34999999999992,1.1679504732242533e-08
2018-01-01,-6.650000000000001,107.39999999999992,1.1766520659298965e-08
2018-01-01,-6.650000000000001,107.44999999999992,1.1853536586355397e-08
2018-01-01,-6.600000000000001,106.0,6.0688096326089165e-09
2018-01-01,-6.600000000000001,106.05,6.371779560273183e-09
2018-01-01,-6.600000000000001,106.1,6.674749487937449e-09
2018-01-01,-6.600000000000001,106.14999999999999,6.977719415601716e-09
2018-01-01,-6.600000000000001,106.19999999999999,7.280689343265982e-09
2018-01-01,-6.600000000000001,106.24999999999999,7.583659270930249e-09
2018-01-01,-6.600000000000001,106.29999999999998,7.886629198594515e-09
2018-01-01,-6.600000000000001,106.34999999999998,8.189599126258781e-09
2018-01-01,-6.600000000000001,106.39999999999998,8.492569053923047e-09
2018-01-01,-6.600000000000001,106.44999999999997,8.795538981587314e-09
2018-01-01,-6.600000000000001,106.49999999999997,9.09850890925158e-09
2018-01-01,-6.600000000000001,106.54999999999997,9.401478836915846e-09
2018-01-01,-6.600000000000001,106.59999999999997,9.704448764580112e-09
2018-01-01,-6.600000000000001,106.64999999999996,1.0007418692244379e-08
2018-01-01,-6.600000000000001,106.69999999999996,1.0310388619908647e-08
2018-01-01,-6.600000000000001,106.74999999999996,1.0613358547572913e-08
2018-01-01,-6.600000000000001,106.79999999999995,1.0692922618460372e-08
2018-01-01,-6.600000000000001,106.84999999999995,1.077248668934764e-08
2018-01-01,-6.600000000000001,106.89999999999995,1.0852050760234908e-08
2018-01-01,-6.600000000000001,106.94999999999995,1.0931614831122175e-08
2018-01-01,-6.600000000000001,106.99999999999994,1.1011178902009444e-08
2018-01-01,-6.600000000000001,107.04999999999994,1.1090742972896713e-08
2018-01-01,-6.600000000000001,107.09999999999994,1.117030704378398e-08
2018-01-01,-6.600000000000001,107.14999999999993,1.124987111467125e-08
2018-01-01,-6.600000000000001,107.19999999999993,1.1329435185558517e-08
2018-01-01,-6.600000000000001,107.24999999999993,1.1408999256445785e-08
2018-01-01,-6.600000000000001,107.29999999999993,1.1488563327333054e-08
2018-01-01,-6.600000000000001,107.34999999999992,1.1568127398220322e-08
2018-01-01,-6.600000000000001,107.39999999999992,1.164769146910759e-08
2018-01-01,-6.600000000000001,107.44999999999992,1.1727255539994858e-08
2018-01-01,-6.550000000000002,106.0,6.119167039742022e-09
2018-01-01,-6.550000000000002,106.05,6.4173161362645984e-09
2018-01-01,-6.550000000000002,106.1,6.715465232787174e-09
2018-01-01,-6.550000000000002,106.14999999999999,7.013614329309751e-09
2018-01-01,-6.550000000000002,106.19999999999999,7.311763425832327e-09
2018-01-01,-6.550000000000002,106.24999999999999,7.609912522354904e-09
2018-01-01,-6.550000000000002,106.29999999999998,7.90806161887748e-09
2018-01-01,-6.550000000000002,106.34999999999998,8.206210715400055e-09
2018-01-01,-6.550000000000002,106.39999999999998,8.504359811922632e-09
2018-01-01,-6.550000000000002,106.44999999999997,8.802508908445208e-09
2018-01-01,-6.550000000000002,106.49999999999997,9.100658004967785e-09
2018-01-01,-6.550000000000002,106.54999999999997,9.398807101490361e-09
2018-01-01,-6.550000000000002,106.59999999999997,9.696956198012937e-09
2018-01-01,-6.550000000000002,106.64999999999996,9.995105294535513e-09
2018-01-01,-6.550000000000002,106.69999999999996,1.029325439105809e-08
2018-01-01,-6.550000000000002,106.74999999999996,1.0591403487580667e-08
2018-01-01,-6.550000000000002,106.79999999999995,1.0663515702298963e-08
2018-01-01,-6.550000000000002,106.84999999999995,1.0735627917017067e-08
2018-01-01,-6.550000000000002,106.89999999999995,1.0807740131735171e-08
2018-01-01,-6.550000000000002,106.94999999999995,1.0879852346453277e-08
2018-01-01,-6.550000000000002,106.99999999999994,1.095196456117138e-08
2018-01-01,-6.550000000000002,107.04999999999994,1.1024076775889485e-08
2018-01-01,-6.550000000000002,107.09999999999994,1.1096188990607589e-08
2018-01-01,-6.550000000000002,107.14999999999993,1.1168301205325693e-08
2018-01-01,-6.550000000000002,107.19999999999993,1.1240413420043798e-08
2018-01-01,-6.550000000000002,107.24999999999993,1.1312525634761902e-08
2018-01-01,-6.550000000000002,107.29999999999993,1.1384637849480006e-08
2018-01-01,-6.550000000000002,107.34999999999992,1.145675006419811e-08
2018-01-01,-6.550000000000002,107.39999999999992,1.1528862278916214e-08
2018-01-01,-6.550000000000002,107.44999999999992,1.1600974493634318e-08
2018-01-01,-6.500000000000002,106.0,6.169524446875128e-09
2018-01-01,-6.500000000000002,106.05,6.462852712256014e-09
2018-01-01,-6.500000000000002,106.1,6.7561809776369e-09
2018-01-01,-6.500000000000002,106.14999999999999,7.049509243017786e-09
2018-01-01,-6.500000000000002,106.19999999999999,7.342837508398672e-09
2018-01-01,-6.500000000000002,106.24999999999999,7.636165773779559e-09
2018-01-01,-6.500000000000002,106.29999999999998,7.929494039160444e-09
2018-01-01,-6.500000000000002,106.34999999999998,8.22282230454133e-09
2018-01-01,-6.500000000000002,106.39999999999998,8.516150569922216e-09
2018-01-01,-6.500000000000002,106.44999999999997,8.809478835303102e-09
2018-01-01,-6.500000000000002,106.49999999999997,9.102807100683988e-09
2018-01-01,-6.500000000000002,106.54999999999997,9.396135366064874e-09
2018-01-01,-6.500000000000002,106.59999999999997,9.68946363144576e-09
2018-01-01,-6.500000000000002,106.64999999999996,9.982791896826646e-09
2018-01-01,-6.500000000000002,106.69999999999996,1.0276120162207531e-08
2018-01-01,-6.500000000000002,106.74999999999996,1.0569448427588418e-08
2018-01-01,-6.500000000000002,106.79999999999995,1.0634108786137554e-08
2018-01-01,-6.500000000000002,106.84999999999995,1.0698769144686493e-08
2018-01-01,-6.500000000000002,106.89999999999995,1.0763429503235434e-08
2018-01-01,-6.500000000000002,106.94999999999995,1.0828089861784375e-08
2018-01-01,-6.500000000000002,106.99999999999994,1.0892750220333316e-08
2018-01-01,-6.500000000000002,107.04999999999994,1.0957410578882256e-08
2018-01-01,-6.500000000000002,107.09999999999994,1.1022070937431197e-08
2018-01-01,-6.500000000000002,107.14999999999993,1.1086731295980138e-08
2018-01-01,-6.500000000000002,107.19999999999993,1.1151391654529079e-08
2018-01-01,-6.500000000000002,107.24999999999993,1.121605201307802e-08
2018-01-01,-6.500000000000002,107.29999999999993,1.128071237162696e-08
2018-01-01,-6.500000000000002,107.34999999999992,1.1345372730175901e-08
2018-01-01,-6.500000000000002,107.39999999999992,1.141003308872484e-08
2018-01-01,-6.500000000000002,107.44999999999992,1.147469344727378e-08
2018-01-01,-6.450000000000002,106.0,6.2198818540082335e-09
2018-01-01,-6.450000000000002,106.05,6.50838928824743e-09
2018-01-01,-6.450000000000002,106.1,6.796896722486625e-09
2018-01-01,-6.450000000000002,106.14999999999999,7.085404156725821e-09
2018-01-01,-6.450000000000002,106.19999999999999,7.373911590965017e-09
2018-01-01,-6.450000000000002,106.24999999999999,7.662419025204212e-09
2018-01-01,-6.450000000000002,106.29999999999998,7.950926459443408e-09
2018-01-01,-6.450000000000002,106.34999999999998,8.239433893682604e-09
2018-01-01,-6.450000000000002,106.39999999999998,8.5279413279218e-09
2018-01-01,-6.450000000000002,106.44999999999997,8.816448762160995e-09
2018-01-01,-6.450000000000002,106.49999999999997,9.104956196400191e-09
2018-01-01,-6.450000000000002,106.54999999999997,9.393463630639388e-09
2018-01-01,-6.450000000000002,106.59999999999997,9.681971064878584e-09
2018-01-01,-6.450000000000002,106.64999999999996,9.97047849911778e-09
2018-01-01,-6.450000000000002,106.69999999999996,1.0258985933356975e-08
2018-01-01,-6.450000000000002,106.74999999999996,1.0547493367596172e-08
2018-01-01,-6.450000000000002,106.79999999999995,1.0604701869976145e-08
2018-01-01,-6.450000000000002,106.84999999999995,1.0661910372355923e-08
2018-01-01,-6.450000000000002,106.89999999999995,1.0719118874735699e-08
2018-01-01,-6.450000000000002,106.94999999999995,1.0776327377115476e-08
2018-01-01,-6.450000000000002,106.99999999999994,1.0833535879495252e-08
2018-01-01,-6.450000000000002,107.04999999999994,1.089074438187503e-08
2018-01-01,-6.450000000000002,107.09999999999994,1.0947952884254805e-08
2018-01-01,-6.450000000000002,107.14999999999993,1.1005161386634583e-08
2018-01-01,-6.450000000000002,107.19999999999993,1.106236988901436e-08
2018-01-01,-6.450000000000002,107.24999999999993,1.1119578391394136e-08
2018-01-01,-6.450000000000002,107.29999999999993,1.1176786893773914e-08
2018-01-01,-6.450000000000002,107.34999999999992,1.123399539615369e-08
2018-01-01,-6.450000000000002,107.39999999999992,1.1291203898533467e-08
2018-01-01,-6.450000000000002,107.44999999999992,1.1348412400913243e-08
2018-01-01,-6.400000000000002,106.0,6.27023926114134e-09
2018-01-01,-6.400000000000002,106.05,6.553925864238845e-09
2018-01-01,-6.400000000000002,106.1,6.837612467336351e-09
2018-01-01,-6.400000000000002,106.14999999999999,7.121299070433857e-09
2018-01-01,-6.400000000000002,106.19999999999999,7.404985673531362e-09
2018-01-01,-6.400000000000002,106.24999999999999,7.688672276628869e-09
2018-01-01,-6.400000000000002,106.29999999999998,7.972358879726374e-09
2018-01-01,-6.400000000000002,106.34999999999998,8.25604548282388e-09
2018-01-01,-6.400000000000002,106.39999999999998,8.539732085921386e-09
2018-01-01,-6.400000000000002,106.44999999999997,8.823418689018891e-09
2018-01-01,-6.400000000000002,106.49999999999997,9.107105292116397e-09
2018-01-01,-6.400000000000002,106.54999999999997,9.390791895213903e-09
2018-01-01,-6.400000000000002,106.59999999999997,9.674478498311408e-09
2018-01-01,-6.400000000000002,106.64999999999996,9.958165101408914e-09
2018-01-01,-6.400000000000002,106.69999999999996,1.024185170450642e-08
2018-01-01,-6.400000000000002,106.74999999999996,1.0525538307603925e-08
2018-01-01,-6.400000000000002,106.79999999999995,1.0575294953814738e-08
2018-01-01,-6.400000000000002,106.84999999999995,1.062505160002535e-08
2018-01-01,-6.400000000000002,106.89999999999995,1.0674808246235963e-08
2018-01-01,-6.400000000000002,106.94999999999995,1.0724564892446576e-08
2018-01-01,-6.400000000000002,106.99999999999994,1.0774321538657188e-08
2018-01-01,-6.400000000000002,107.04999999999994,1.0824078184867801e-08
2018-01-01,-6.400000000000002,107.09999999999994,1.0873834831078414e-08
2018-01-01,-6.400000000000002,107.14999999999993,1.0923591477289028e-08
2018-01-01,-6.400000000000002,107.19999999999993,1.097334812349964e-08
2018-01-01,-6.400000000000002,107.24999999999993,1.1023104769710253e-08
2018-01-01,-6.400000000000002,107.29999999999993,1.1072861415920866e-08
2018-01-01,-6.400000000000002,107.34999999999992,1.1122618062131478e-08
2018-01-01,-6.400000000000002,107.39999999999992,1.1172374708342091e-08
2018-01-01,-6.400000000000002,107.44999999999992,1.1222131354552705e-08
2018-01-01,-6.350000000000002,106.0,6.320596668274445e-09
2018-01-01,-6.350000000000002,106.05,6.59946244023026e-09
2018-01-01,-6.350000000000002,106.1,6.878328212186076e-09
2018-01-01,-6.350000000000002,106.14999999999999,7.157193984141891e-09
2018-01-01,-6.350000000000002,106.19999999999999,7.436059756097707e-09
2018-01-01,-6.350000000000002,106.24999999999999,7.714925528053522e-09
2018-01-01,-6.350000000000002,106.29999999999998,7.993791300009337e-09
2018-01-01,-6.350000000000002,106.34999999999998,8.272657071965154e-09
2018-01-01,-6.350000000000002,106.39999999999998,8.551522843920969e-09
2018-01-01,-6.350000000000002,106.44999999999997,8.830388615876784e-09
2018-01-01,-6.350000000000002,106.49999999999997,9.109254387832599e-09
2018-01-01,-6.350000000000002,106.54999999999997,9.388120159788414e-09
2018-01-01,-6.350000000000002,106.59999999999997,9.666985931744231e-09
2018-01-01,-6.350000000000002,106.64999999999996,9.945851703700046e-09
2018-01-01,-6.350000000000002,106.69999999999996,1.0224717475655861e-08
2018-01-01,-6.350000000000002,106.74999999999996,1.0503583247611678e-08
2018-01-01,-6.350000000000002,106.79999999999995,1.0545888037653327e-08
2018-01-01,-6.350000000000002,106.84999999999995,1.0588192827694777e-08
